id,value
id_164,48.67244712569828
id_165,30.587716213230777
id_166,2.4774098975321834
id_167,12.81160393780594
id_168,70.32478980976465
id_169,14.84096769406703
id_170,68.86558756678865
id_171,42.74199244486631
id_172,24.00026154292015
id_173,23.420724860321457
id_174,61.67212443568239
id_175,25.494202845059185
id_176,19.004809786869064
id_177,34.886682881896796
id_178,9.402313398379732
id_179,29.52001131440804
id_180,14.573965885700474
id_181,9.125563143203571
id_182,52.81258399813186
id_183,45.03953799438965
id_184,17.452434679183302
id_185,38.49393527971431
id_186,27.038919092643805
id_187,65.58170967424583
id_188,7.037306380769555
id_189,52.714477134115654
id_190,38.20645933704976
id_191,21.16980105955788
id_192,30.24755687948839
id_193,2.7144229897163257
id_194,19.932932587640828
id_195,-3.41333233760394
id_196,32.445999402813136
id_197,10.582973029979916
id_198,21.775225707258485
id_199,62.4652920656779
id_200,24.132943687316445
id_201,26.201239647400953
id_202,63.74447723440287
id_203,2.8342977741290056
id_204,14.379246986978806
id_205,9.369850731753814
id_206,9.881166613595436
id_207,3.4949453589721475
id_208,122.60804937921777
id_209,21.083513014480584
id_210,17.532220599455062
id_211,20.18309834459705
id_212,36.39313221228184
id_213,34.935151205290666
id_214,18.830312661458628
id_215,38.3445555227233
id_216,77.91663413807039
id_217,1.795323550888223
id_218,13.445827939135771
id_219,36.131155590412135
id_220,15.150403498166312
id_221,12.941848334417898
id_222,113.12524093786388
id_223,15.224604677934387
id_224,14.82402596861212
id_225,59.26735368854044
id_226,10.583695290718445
id_227,20.99306256353221
id_228,9.789365880830367
id_229,4.771180008705965
id_230,47.92780690481287
id_231,12.399438394751026
id_232,48.14647656264413
id_233,40.46638039656414
id_234,16.940590270332944
id_235,41.26654448941872
id_236,69.027892033729
id_237,40.346249244122404
id_238,14.313743982871145
id_239,15.770726634219752
